Geographic Area,City,,poverty_rate,percent_completed_hs,Median Income,,,,,,,,
MD,Indian Head town,Indian Head townMD,7.8,92.9,71250,,,,,MD,Jessup CDP,Jessup CDPMD,54219
MD,Indian Springs CDP,Indian Springs CDPMD,0,100,-,,,,,MD,Jesterville CDP,Jesterville CDPMD,(X)
MD,Jarrettsville CDP,Jarrettsville CDPMD,5.3,98.6,102007,,,,,MD,Joppatowne CDP,Joppatowne CDPMD,70511
MD,Jefferson CDP,Jefferson CDPMD,1.9,96.6,105865,,,,,MD,Jugtown CDP,Jugtown CDPMD,72212
MD,Jennings CDP,Jennings CDPMD,0,82.2,50833,,,,,MD,Keedysville town,Keedysville townMD,92500
MD,Jessup CDP,Jessup CDPMD,8.8,73.2,54219,,,,,MD,Kemp Mill CDP,Kemp Mill CDPMD,108393
MD,Jesterville CDP,Jesterville CDPMD,57.3,67.5,(X),,,,,MD,Kemps Mill CDP,Kemps Mill CDPMD,37621
MD,Joppatowne CDP,Joppatowne CDPMD,12,91,70511,,,,,MD,Kennedyville CDP,Kennedyville CDPMD,43846
MD,Jugtown CDP,Jugtown CDPMD,4.7,100,72212,,,,,MD,Kensington town,Kensington townMD,137159
MD,Keedysville town,Keedysville townMD,1.9,96.9,92500,,,,,MD,Kent Narrows CDP,Kent Narrows CDPMD,86771
MD,Kemp Mill CDP,Kemp Mill CDPMD,3.8,90,108393,,,,,MD,Kettering CDP,Kettering CDPMD,89121
MD,Kemps Mill CDP,Kemps Mill CDPMD,11.2,100,37621,,,,,MD,Kingstown CDP,Kingstown CDPMD,58472
MD,Kennedyville CDP,Kennedyville CDPMD,20.9,100,43846,,,,,MD,Kingsville CDP,Kingsville CDPMD,103203
MD,Kensington town,Kensington townMD,4.6,96.3,137159,,,,,MD,Kitzmiller town,Kitzmiller townMD,38750
MD,Kent Narrows CDP,Kent Narrows CDPMD,3.6,100,86771,,,,,MD,Klondike CDP,Klondike CDPMD,45568
MD,Kettering CDP,Kettering CDPMD,3.8,95,89121,,,,,MD,Konterra CDP,Konterra CDPMD,99250
MD,Kingstown CDP,Kingstown CDPMD,16.5,89.2,58472,,,,,MD,Lake Arbor CDP,Lake Arbor CDPMD,93269
MD,Kingsville CDP,Kingsville CDPMD,1.4,95.2,103203,,,,,MD,Lake Shore CDP,Lake Shore CDPMD,94203
MD,Kitzmiller town,Kitzmiller townMD,21.5,81.3,38750,,,,,MD,Landover CDP,Landover CDPMD,49774
MD,Klondike CDP,Klondike CDPMD,7.6,100,45568,,,,,MD,Landover Hills town,Landover Hills townMD,63083
MD,Konterra CDP,Konterra CDPMD,12,89.8,99250,,,,,MD,Langley Park CDP,Langley Park CDPMD,56875
MD,Lake Arbor CDP,Lake Arbor CDPMD,9.7,96.6,93269,,,,,MD,Lanham CDP,Lanham CDPMD,71938
MD,Lake Shore CDP,Lake Shore CDPMD,2.5,92.6,94203,,,,,MD,Lansdowne CDP,Lansdowne CDPMD,42267
MD,Landover CDP,Landover CDPMD,15.6,79.8,49774,,,,,MD,La Plata town,La Plata townMD,95729
MD,Landover Hills town,Landover Hills townMD,11.7,74.6,63083,,,,,MD,Largo CDP,Largo CDPMD,82415
MD,Langley Park CDP,Langley Park CDPMD,16.6,37.1,56875,,,,,MD,Laurel city,Laurel cityMD,68517
MD,Lanham CDP,Lanham CDPMD,8.6,78.9,71938,,,,,MD,La Vale CDP,La Vale CDPMD,52269
MD,Lansdowne CDP,Lansdowne CDPMD,23.3,75.6,42267,,,,,MD,Layhill CDP,Layhill CDPMD,112170
MD,La Plata town,La Plata townMD,11.4,91.7,95729,,,,,MD,Laytonsville town,Laytonsville townMD,125625
MD,Largo CDP,Largo CDPMD,8.9,96.4,82415,,,,,MD,Leisure World CDP,Leisure World CDPMD,53175
MD,Laurel city,Laurel cityMD,9.9,87.5,68517,,,,,MD,Leitersburg CDP,Leitersburg CDPMD,82604
MD,La Vale CDP,La Vale CDPMD,9.8,92,52269,,,,,MD,Leonardtown town,Leonardtown townMD,63138
MD,Layhill CDP,Layhill CDPMD,2.4,89.2,112170,,,,,MD,Lexington Park CDP,Lexington Park CDPMD,65613
MD,Laytonsville town,Laytonsville townMD,1.8,96.4,125625,,,,,MD,Libertytown CDP,Libertytown CDPMD,77778
MD,Leisure World CDP,Leisure World CDPMD,7.1,91.7,53175,,,,,MD,Linganore CDP,Linganore CDPMD,113513
MD,Leitersburg CDP,Leitersburg CDPMD,1.8,88,82604,,,,,MD,Linthicum CDP,Linthicum CDPMD,84572
MD,Leonardtown town,Leonardtown townMD,11.8,84.3,63138,,,,,MD,Little Orleans CDP,Little Orleans CDPMD,-
MD,Lexington Park CDP,Lexington Park CDPMD,17.1,88.6,65613,,,,,MD,Lochearn CDP,Lochearn CDPMD,56596
MD,Libertytown CDP,Libertytown CDPMD,16.4,95.8,77778,,,,,MD,Loch Lynn Heights town,Loch Lynn Heights townMD,36250
MD,Linganore CDP,Linganore CDPMD,3.1,96.2,113513,,,,,MD,Lonaconing town,Lonaconing townMD,41731
MD,Linthicum CDP,Linthicum CDPMD,5.9,89.4,84572,,,,,MD,Long Beach CDP,Long Beach CDPMD,110313
MD,Little Orleans CDP,Little Orleans CDPMD,35.7,100,-,,,,,MD,Luke town,Luke townMD,34375
MD,Lochearn CDP,Lochearn CDPMD,8.4,89.4,56596,,,,,MD,Lusby CDP,Lusby CDPMD,83281
MD,Loch Lynn Heights town,Loch Lynn Heights townMD,28.8,81.4,36250,,,,,MD,Lutherville CDP,Lutherville CDPMD,91531
MD,Lonaconing town,Lonaconing townMD,18,91.7,41731,,,,,MD,McCoole CDP,McCoole CDPMD,44185
MD,Long Beach CDP,Long Beach CDPMD,2.6,94.7,110313,,,,,MD,Madison CDP,Madison CDPMD,(X)
MD,Luke town,Luke townMD,27.8,85.7,34375,,,,,MD,Manchester town,Manchester townMD,90913
MD,Lusby CDP,Lusby CDPMD,15.5,90.7,83281,,,,,MD,Mapleville CDP,Mapleville CDPMD,(X)
MD,Lutherville CDP,Lutherville CDPMD,4.3,94.2,91531,,,,,MD,Mardela Springs town,Mardela Springs townMD,54821
MD,McCoole CDP,McCoole CDPMD,12.7,88.3,44185,,,,,MD,Marlboro Meadows CDP,Marlboro Meadows CDPMD,80875
MD,Madison CDP,Madison CDPMD,9.7,86.7,(X),,,,,MD,Marlboro Village CDP,Marlboro Village CDPMD,90788
MD,Manchester town,Manchester townMD,6.4,91.7,90913,,,,,MD,Marlow Heights CDP,Marlow Heights CDPMD,48398
MD,Mapleville CDP,Mapleville CDPMD,0,91.3,(X),,,,,MD,Marlton CDP,Marlton CDPMD,100502
MD,Mardela Springs town,Mardela Springs townMD,8.4,97.9,54821,,,,,MD,Martin's Additions village,Martin's Additions villageMD,"250,000+"
MD,Marlboro Meadows CDP,Marlboro Meadows CDPMD,5.9,93.1,80875,,,,,MD,Marydel town,Marydel townMD,47500
MD,Marlboro Village CDP,Marlboro Village CDPMD,1.9,94.3,90788,,,,,MD,Maryland City CDP,Maryland City CDPMD,99839
MD,Marlow Heights CDP,Marlow Heights CDPMD,10.4,88.5,48398,,,,,MD,Maugansville CDP,Maugansville CDPMD,63913
MD,Marlton CDP,Marlton CDPMD,3.8,96,100502,,,,,MD,Mayo CDP,Mayo CDPMD,114453
MD,Martin's Additions village,Martin's Additions villageMD,3.1,99,"250,000+",,,,,MD,Mays Chapel CDP,Mays Chapel CDPMD,99556
MD,Marydel town,Marydel townMD,15.8,32.3,47500,,,,,MD,Mechanicsville CDP,Mechanicsville CDPMD,118208
MD,Maryland City CDP,Maryland City CDPMD,3.1,91.3,99839,,,,,MD,Melwood CDP,Melwood CDPMD,76991
MD,Maugansville CDP,Maugansville CDPMD,11.3,89.2,63913,,,,,MD,Mercersville CDP,Mercersville CDPMD,(X)
MD,Mayo CDP,Mayo CDPMD,1.5,95,114453,,,,,MD,Middleburg CDP,Middleburg CDPMD,-
MD,Mays Chapel CDP,Mays Chapel CDPMD,2.6,97.8,99556,,,,,MD,Middle River CDP,Middle River CDPMD,53082
MD,Mechanicsville CDP,Mechanicsville CDPMD,6.9,88.2,118208,,,,,MD,Middletown town,Middletown townMD,121314
MD,Melwood CDP,Melwood CDPMD,7.5,88.4,76991,,,,,MD,Midland town,Midland townMD,40500
MD,Mercersville CDP,Mercersville CDPMD,45.9,70.5,(X),,,,,MD,Midlothian CDP,Midlothian CDPMD,47500
MD,Middleburg CDP,Middleburg CDPMD,100,100,-,,,,,MD,Milford Mill CDP,Milford Mill CDPMD,60011
MD,Middle River CDP,Middle River CDPMD,14.3,84.3,53082,,,,,MD,Millington town,Millington townMD,50625
MD,Middletown town,Middletown townMD,0.6,98.9,121314,,,,,MD,Mitchellville CDP,Mitchellville CDPMD,120538
MD,Midland town,Midland townMD,20.1,94.7,40500,,,,,MD,Monrovia CDP,Monrovia CDPMD,102981
MD,Midlothian CDP,Midlothian CDPMD,0,100,47500,,,,,MD,Montgomery Village CDP,Montgomery Village CDPMD,74978
MD,Milford Mill CDP,Milford Mill CDPMD,12.1,92.7,60011,,,,,MD,Morningside town,Morningside townMD,75163
MD,Millington town,Millington townMD,24.8,76.7,50625,,,,,MD,Moscow CDP,Moscow CDPMD,(X)
MD,Mitchellville CDP,Mitchellville CDPMD,2.9,96.2,120538,,,,,MD,Mount Aetna CDP,Mount Aetna CDPMD,78333
MD,Monrovia CDP,Monrovia CDPMD,0,100,102981,,,,,MD,Mountain Lake Park town,Mountain Lake Park townMD,39688
MD,Montgomery Village CDP,Montgomery Village CDPMD,6.4,89.4,74978,,,,,MD,Mount Airy town,Mount Airy townMD,105483
MD,Morningside town,Morningside townMD,5.3,84.3,75163,,,,,MD,Mount Briar CDP,Mount Briar CDPMD,67105
MD,Moscow CDP,Moscow CDPMD,16.4,75.9,(X),,,,,MD,Mount Lena CDP,Mount Lena CDPMD,73424
MD,Mount Aetna CDP,Mount Aetna CDPMD,0,97.9,78333,,,,,MD,Mount Rainier city,Mount Rainier cityMD,45677
MD,Mountain Lake Park town,Mountain Lake Park townMD,17.7,89.7,39688,,,,,MD,Mount Savage CDP,Mount Savage CDPMD,51111
MD,Mount Airy town,Mount Airy townMD,2.7,94.8,105483,,,,,MD,Mount Vernon CDP,Mount Vernon CDPMD,39350
MD,Mount Briar CDP,Mount Briar CDPMD,0,88.5,67105,,,,,MD,Myersville town,Myersville townMD,112708
MD,Mount Lena CDP,Mount Lena CDPMD,15.1,86.2,73424,,,,,MD,Nanticoke CDP,Nanticoke CDPMD,73694
MD,Mount Rainier city,Mount Rainier cityMD,13.3,73.3,45677,,,,,MD,Nanticoke Acres CDP,Nanticoke Acres CDPMD,(X)
MD,Mount Savage CDP,Mount Savage CDPMD,7.5,91.3,51111,,,,,MD,National CDP,National CDPMD,-
MD,Mount Vernon CDP,Mount Vernon CDPMD,4.4,91.9,39350,,,,,MD,National Harbor CDP,National Harbor CDPMD,69477
MD,Myersville town,Myersville townMD,1.2,95.9,112708,,,,,MD,Naval Academy CDP,Naval Academy CDPMD,158750
MD,Nanticoke CDP,Nanticoke CDPMD,0,100,73694,,,,,MD,Newark CDP,Newark CDPMD,71667
MD,Nanticoke Acres CDP,Nanticoke Acres CDPMD,52.6,50,(X),,,,,MD,New Carrollton city,New Carrollton cityMD,57665
MD,National CDP,National CDPMD,0,100,-,,,,,MD,New Market town,New Market townMD,112222
MD,National Harbor CDP,National Harbor CDPMD,20,84.3,69477,,,,,MD,New Windsor town,New Windsor townMD,64063
MD,Naval Academy CDP,Naval Academy CDPMD,0,99.4,158750,,,,,MD,Nikep CDP,Nikep CDPMD,41071
MD,Newark CDP,Newark CDPMD,2.7,95.7,71667,,,,,MD,North Beach town,North Beach townMD,71375
MD,New Carrollton city,New Carrollton cityMD,10.6,83.2,57665,,,,,MD,North Bethesda CDP,North Bethesda CDPMD,103391
MD,New Market town,New Market townMD,7.2,96.2,112222,,,,,MD,North Brentwood town,North Brentwood townMD,74167
MD,New Windsor town,New Windsor townMD,4.9,92.8,64063,,,,,MD,North Chevy Chase village,North Chevy Chase villageMD,178750
MD,Nikep CDP,Nikep CDPMD,34.1,87.9,41071,,,,,MD,North East town,North East townMD,59614
MD,North Beach town,North Beach townMD,17.3,91.3,71375,,,,,MD,North Kensington CDP,North Kensington CDPMD,93311
MD,North Bethesda CDP,North Bethesda CDPMD,6.7,94.9,103391,,,,,MD,North Laurel CDP,North Laurel CDPMD,89536
MD,North Brentwood town,North Brentwood townMD,12.4,74.1,74167,,,,,MD,North Potomac CDP,North Potomac CDPMD,151022
MD,North Chevy Chase village,North Chevy Chase villageMD,1,99.4,178750,,,,,MD,Oakland town,Oakland townMD,36833
MD,North East town,North East townMD,6.5,82.2,59614,,,,,MD,Ocean CDP,Ocean CDPMD,-
MD,North Kensington CDP,North Kensington CDPMD,8.6,87.7,93311,,,,,MD,Ocean City town,Ocean City townMD,52410
MD,North Laurel CDP,North Laurel CDPMD,4.8,94.8,89536,,,,,MD,Ocean Pines CDP,Ocean Pines CDPMD,72304
MD,North Potomac CDP,North Potomac CDPMD,2.7,98,151022,,,,,MD,Odenton CDP,Odenton CDPMD,94428
MD,Oakland town,Oakland townMD,21.1,87.5,36833,,,,,MD,Oldtown CDP,Oldtown CDPMD,(X)
MD,Ocean CDP,Ocean CDPMD,0,100,-,,,,,MD,Olney CDP,Olney CDPMD,133121
MD,Ocean City town,Ocean City townMD,6.7,92,52410,,,,,MD,Overlea CDP,Overlea CDPMD,61442
MD,Ocean Pines CDP,Ocean Pines CDPMD,5.8,93.4,72304,,,,,MD,Owings CDP,Owings CDPMD,125313
MD,Odenton CDP,Odenton CDPMD,4.3,95.3,94428,,,,,MD,Owings Mills CDP,Owings Mills CDPMD,69891
MD,Oldtown CDP,Oldtown CDPMD,0,67.7,(X),,,,,MD,Oxford town,Oxford townMD,85156
MD,Olney CDP,Olney CDPMD,2.6,95.2,133121,,,,,MD,Oxon Hill CDP,Oxon Hill CDPMD,70121
MD,Overlea CDP,Overlea CDPMD,7.3,90.9,61442,,,,,MD,Paramount-Long Meadow CDP,Paramount-Long Meadow CDPMD,90516
MD,Owings CDP,Owings CDPMD,1.9,94,125313,,,,,MD,Parkville CDP,Parkville CDPMD,56321
MD,Owings Mills CDP,Owings Mills CDPMD,8.5,91.8,69891,,,,,MD,Parole CDP,Parole CDPMD,92473
MD,Oxford town,Oxford townMD,1.7,99.3,85156,,,,,MD,Parsonsburg CDP,Parsonsburg CDPMD,70396
MD,Oxon Hill CDP,Oxon Hill CDPMD,9.7,87.5,70121,,,,,MD,Pasadena CDP,Pasadena CDPMD,96083
MD,Paramount-Long Meadow CDP,Paramount-Long Meadow CDPMD,1.9,93.2,90516,,,,,MD,Pecktonville CDP,Pecktonville CDPMD,87750
MD,Parkville CDP,Parkville CDPMD,12.7,88.4,56321,,,,,MD,Peppermill Village CDP,Peppermill Village CDPMD,68350
MD,Parole CDP,Parole CDPMD,3,95.9,92473,,,,,MD,Perry Hall CDP,Perry Hall CDPMD,77115
MD,Parsonsburg CDP,Parsonsburg CDPMD,10,56.6,70396,,,,,MD,Perryman CDP,Perryman CDPMD,45966
MD,Pasadena CDP,Pasadena CDPMD,4.2,92,96083,,,,,MD,Perryville town,Perryville townMD,62963
MD,Pecktonville CDP,Pecktonville CDPMD,6.5,100,87750,,,,,MD,Pikesville CDP,Pikesville CDPMD,78891
MD,Peppermill Village CDP,Peppermill Village CDPMD,15.7,88.9,68350,,,,,MD,Pinesburg CDP,Pinesburg CDPMD,55000
MD,Perry Hall CDP,Perry Hall CDPMD,6.4,93.7,77115,,,,,MD,Piney Point CDP,Piney Point CDPMD,89412
MD,Perryman CDP,Perryman CDPMD,26.4,81.5,45966,,,,,MD,Pittsville town,Pittsville townMD,51786
MD,Perryville town,Perryville townMD,7.3,94.1,62963,,,,,MD,Pleasant Grove CDP,Pleasant Grove CDPMD,26700
MD,Pikesville CDP,Pikesville CDPMD,6.8,96.1,78891,,,,,MD,Pleasant Hills CDP,Pleasant Hills CDPMD,106767
MD,Pinesburg CDP,Pinesburg CDPMD,0,85.7,55000,,,,,MD,Pocomoke City city,Pocomoke City cityMD,33866
MD,Piney Point CDP,Piney Point CDPMD,24.5,93.2,89412,,,,,MD,Point of Rocks CDP,Point of Rocks CDPMD,100000
MD,Pittsville town,Pittsville townMD,21,87.2,51786,,,,,MD,Pomfret CDP,Pomfret CDPMD,98145
MD,Pleasant Grove CDP,Pleasant Grove CDPMD,22.9,77.4,26700,,,,,MD,Pondsville CDP,Pondsville CDPMD,111750
MD,Pleasant Hills CDP,Pleasant Hills CDPMD,2.9,95.1,106767,,,,,MD,Poolesville town,Poolesville townMD,151307
MD,Pocomoke City city,Pocomoke City cityMD,25.4,76.8,33866,,,,,MD,Port Deposit town,Port Deposit townMD,44375
MD,Point of Rocks CDP,Point of Rocks CDPMD,4,94,100000,,,,,MD,Port Tobacco Village town,Port Tobacco Village townMD,-
MD,Pomfret CDP,Pomfret CDPMD,20.4,96.7,98145,,,,,MD,Potomac CDP,Potomac CDPMD,178765
MD,Pondsville CDP,Pondsville CDPMD,0,71.7,111750,,,,,MD,Potomac Heights CDP,Potomac Heights CDPMD,52645
MD,Poolesville town,Poolesville townMD,1.9,97.1,151307,,,,,MD,Potomac Park CDP,Potomac Park CDPMD,47813
MD,Port Deposit town,Port Deposit townMD,21.9,78,44375,,,,,MD,Powellville CDP,Powellville CDPMD,47625
MD,Port Tobacco Village town,Port Tobacco Village townMD,0,100,-,,,,,MD,Preston town,Preston townMD,62500
MD,Potomac CDP,Potomac CDPMD,3.5,97.8,178765,,,,,MD,Prince Frederick CDP,Prince Frederick CDPMD,33469
MD,Potomac Heights CDP,Potomac Heights CDPMD,11.4,91.6,52645,,,,,MD,Princess Anne town,Princess Anne townMD,23319
MD,Potomac Park CDP,Potomac Park CDPMD,11.3,91,47813,,,,,MD,Pylesville CDP,Pylesville CDPMD,129375
MD,Powellville CDP,Powellville CDPMD,11.3,85.2,47625,,,,,MD,Quantico CDP,Quantico CDPMD,-
MD,Preston town,Preston townMD,11,92.2,62500,,,,,MD,Queen Anne CDP,Queen Anne CDPMD,109750
MD,Prince Frederick CDP,Prince Frederick CDPMD,13.4,82.7,33469,,,,,MD,Queen Anne town,Queen Anne townMD,56500
MD,Princess Anne town,Princess Anne townMD,38.5,78.3,23319,,,,,MD,Queensland CDP,Queensland CDPMD,133258
MD,Pylesville CDP,Pylesville CDPMD,3.1,96,129375,,,,,MD,Queenstown town,Queenstown townMD,85938
MD,Quantico CDP,Quantico CDPMD,0,100,-,,,,,MD,Randallstown CDP,Randallstown CDPMD,73397
MD,Queen Anne CDP,Queen Anne CDPMD,1.9,96.3,109750,,,,,MD,Rawlings CDP,Rawlings CDPMD,59643
MD,Queen Anne town,Queen Anne townMD,4,95.1,56500,,,,,MD,Redland CDP,Redland CDPMD,101331
MD,Queensland CDP,Queensland CDPMD,2.8,86.7,133258,,,,,MD,Reid CDP,Reid CDPMD,-
MD,Queenstown town,Queenstown townMD,1.8,90.8,85938,,,,,MD,Reisterstown CDP,Reisterstown CDPMD,61593
MD,Randallstown CDP,Randallstown CDPMD,10,93.5,73397,,,,,MD,Ridgely town,Ridgely townMD,60938
MD,Rawlings CDP,Rawlings CDPMD,1.7,94.2,59643,,,,,MD,Ringgold CDP,Ringgold CDPMD,(X)
MD,Redland CDP,Redland CDPMD,5.5,89.4,101331,,,,,MD,Rising Sun town,Rising Sun townMD,55893
MD,Reid CDP,Reid CDPMD,51.7,32.6,-,,,,,MD,Riva CDP,Riva CDPMD,121938
MD,Reisterstown CDP,Reisterstown CDPMD,12.8,90,61593,,,,,MD,Riverdale Park town,Riverdale Park townMD,56852
MD,Ridgely town,Ridgely townMD,11.3,82.8,60938,,,,,MD,Riverside CDP,Riverside CDPMD,74981
MD,Ringgold CDP,Ringgold CDPMD,29.7,67.6,(X),,,,,MD,Riviera Beach CDP,Riviera Beach CDPMD,80819
MD,Rising Sun town,Rising Sun townMD,14.7,87.4,55893,,,,,MD,Robinwood CDP,Robinwood CDPMD,62100
MD,Riva CDP,Riva CDPMD,3.8,96.5,121938,,,,,MD,Rock Hall town,Rock Hall townMD,51339
MD,Riverdale Park town,Riverdale Park townMD,17.7,63.4,56852,,,,,MD,Rock Point CDP,Rock Point CDPMD,57222
MD,Riverside CDP,Riverside CDPMD,7.6,93.5,74981,,,,,MD,Rockville city,Rockville cityMD,100239
MD,Riviera Beach CDP,Riviera Beach CDPMD,5.2,90.2,80819,,,,,MD,Rohrersville CDP,Rohrersville CDPMD,-
MD,Robinwood CDP,Robinwood CDPMD,8.9,93.8,62100,,,,,MD,Rosaryville CDP,Rosaryville CDPMD,117286
MD,Rock Hall town,Rock Hall townMD,10.6,89.6,51339,,,,,MD,Rosedale CDP,Rosedale CDPMD,55042
MD,Rock Point CDP,Rock Point CDPMD,0,72,57222,,,,,MD,Rosemont village,Rosemont villageMD,96250
MD,Rockville city,Rockville cityMD,6.8,93.4,100239,,,,,MD,Rossville CDP,Rossville CDPMD,62108
MD,Rohrersville CDP,Rohrersville CDPMD,0,100,-,,,,,MD,Sabillasville CDP,Sabillasville CDPMD,(X)
MD,Rosaryville CDP,Rosaryville CDPMD,4.4,94.5,117286,,,,,MD,St. George Island CDP,St. George Island CDPMD,(X)
MD,Rosedale CDP,Rosedale CDPMD,12.3,85.3,55042,,,,,MD,St. James CDP,St. James CDPMD,71960
MD,Rosemont village,Rosemont villageMD,2.5,96.3,96250,,,,,MD,St. Leonard CDP,St. Leonard CDPMD,101667
MD,Rossville CDP,Rossville CDPMD,8.3,88.9,62108,,,,,MD,St. Michaels town,St. Michaels townMD,51458
MD,Sabillasville CDP,Sabillasville CDPMD,7.4,90.9,(X),,,,,MD,Salisbury city,Salisbury cityMD,37705
MD,St. George Island CDP,St. George Island CDPMD,4.7,82,(X),,,,,MD,Sandy Hook CDP,Sandy Hook CDPMD,(X)
MD,St. James CDP,St. James CDPMD,3.1,91.6,71960,,,,,MD,San Mar CDP,San Mar CDPMD,44886
MD,St. Leonard CDP,St. Leonard CDPMD,0,92.6,101667,,,,,MD,Savage CDP,Savage CDPMD,81272
MD,St. Michaels town,St. Michaels townMD,7.4,90.6,51458,,,,,MD,Scaggsville CDP,Scaggsville CDPMD,130833
MD,Salisbury city,Salisbury cityMD,27.4,85.6,37705,,,,,MD,Seabrook CDP,Seabrook CDPMD,69307
MD,Sandy Hook CDP,Sandy Hook CDPMD,71.7,77.6,(X),,,,,MD,Seat Pleasant city,Seat Pleasant cityMD,45833
MD,San Mar CDP,San Mar CDPMD,8,75.1,44886,,,,,MD,Secretary town,Secretary townMD,47750
MD,Savage CDP,Savage CDPMD,5.9,84.8,81272,,,,,MD,Severn CDP,Severn CDPMD,92027
MD,Scaggsville CDP,Scaggsville CDPMD,3.2,96.1,130833,,,,,MD,Severna Park CDP,Severna Park CDPMD,125805
MD,Seabrook CDP,Seabrook CDPMD,7.9,87.7,69307,,,,,MD,Shady Side CDP,Shady Side CDPMD,96406
MD,Seat Pleasant city,Seat Pleasant cityMD,17,81.3,45833,,,,,MD,Shaft CDP,Shaft CDPMD,68021
MD,Secretary town,Secretary townMD,8.3,84.5,47750,,,,,MD,Sharpsburg town,Sharpsburg townMD,54760
MD,Severn CDP,Severn CDPMD,7.8,91.5,92027,,,,,MD,Sharptown town,Sharptown townMD,56250
MD,Severna Park CDP,Severna Park CDPMD,2.7,96,125805,,,,,MD,Silver Hill CDP,Silver Hill CDPMD,58477
MD,Shady Side CDP,Shady Side CDPMD,5.6,93,96406,,,,,MD,Silver Spring CDP,Silver Spring CDPMD,72887
MD,Shaft CDP,Shaft CDPMD,38.3,95.6,68021,,,,,MD,Smith Island CDP,Smith Island CDPMD,25469
MD,Sharpsburg town,Sharpsburg townMD,3.5,87.6,54760,,,,,MD,Smithsburg town,Smithsburg townMD,80172
MD,Sharptown town,Sharptown townMD,17,83.4,56250,,,,,MD,Snow Hill town,Snow Hill townMD,38194
MD,Silver Hill CDP,Silver Hill CDPMD,12.5,89.6,58477,,,,,MD,Solomons CDP,Solomons CDPMD,66101
MD,Silver Spring CDP,Silver Spring CDPMD,11.7,84.1,72887,,,,,MD,Somerset town,Somerset townMD,"250,000+"
MD,Smith Island CDP,Smith Island CDPMD,37.8,76.7,25469,,,,,MD,South Kensington CDP,South Kensington CDPMD,145125
MD,Smithsburg town,Smithsburg townMD,10.5,94.7,80172,,,,,MD,South Laurel CDP,South Laurel CDPMD,68358
MD,Snow Hill town,Snow Hill townMD,26.6,81.9,38194,,,,,MD,Spencerville CDP,Spencerville CDPMD,133917
MD,Solomons CDP,Solomons CDPMD,6.9,90.5,66101,,,,,MD,Springdale CDP,Springdale CDPMD,79219
MD,Somerset town,Somerset townMD,2,100,"250,000+",,,,,MD,Spring Gap CDP,Spring Gap CDPMD,(X)
MD,South Kensington CDP,South Kensington CDPMD,1.5,97.4,145125,,,,,MD,Spring Ridge CDP,Spring Ridge CDPMD,94194
MD,South Laurel CDP,South Laurel CDPMD,8.1,88.2,68358,,,,,MD,Stevensville CDP,Stevensville CDPMD,97519
MD,Spencerville CDP,Spencerville CDPMD,0,98.8,133917,,,,,MD,Stockton CDP,Stockton CDPMD,64100
MD,Springdale CDP,Springdale CDPMD,6.8,91.9,79219,,,,,MD,Sudlersville town,Sudlersville townMD,35625
MD,Spring Gap CDP,Spring Gap CDPMD,0,74.6,(X),,,,,MD,Suitland CDP,Suitland CDPMD,58884
MD,Spring Ridge CDP,Spring Ridge CDPMD,7.4,97.8,94194,,,,,MD,Summerfield CDP,Summerfield CDPMD,71173
MD,Stevensville CDP,Stevensville CDPMD,2.5,95.6,97519,,,,,MD,Swanton CDP,Swanton CDPMD,-
MD,Stockton CDP,Stockton CDPMD,15,83.7,64100,,,,,MD,Sykesville town,Sykesville townMD,101854
MD,Sudlersville town,Sudlersville townMD,10.8,87.7,35625,,,,,MD,Takoma Park city,Takoma Park cityMD,82735
MD,Suitland CDP,Suitland CDPMD,11.4,89.7,58884,,,,,MD,Tall Timbers CDP,Tall Timbers CDPMD,176471
MD,Summerfield CDP,Summerfield CDPMD,7.3,94,71173,,,,,MD,Taneytown city,Taneytown cityMD,78364
MD,Swanton CDP,Swanton CDPMD,0,100,-,,,,,MD,Taylors Island CDP,Taylors Island CDPMD,54583
MD,Sykesville town,Sykesville townMD,3,93,101854,,,,,MD,Temple Hills CDP,Temple Hills CDPMD,64399
MD,Takoma Park city,Takoma Park cityMD,7.3,89.2,82735,,,,,MD,Templeville town,Templeville townMD,45481
MD,Tall Timbers CDP,Tall Timbers CDPMD,0,100,176471,,,,,MD,Thurmont town,Thurmont townMD,68043
MD,Taneytown city,Taneytown cityMD,14,89.9,78364,,,,,MD,Tilghman Island CDP,Tilghman Island CDPMD,64250
MD,Taylors Island CDP,Taylors Island CDPMD,0,90.2,54583,,,,,MD,Tilghmanton CDP,Tilghmanton CDPMD,95515
MD,Temple Hills CDP,Temple Hills CDPMD,15.2,91.8,64399,,,,,MD,Timonium CDP,Timonium CDPMD,86369
MD,Templeville town,Templeville townMD,16.4,27.9,45481,,,,,MD,Tolchester CDP,Tolchester CDPMD,62708
MD,Thurmont town,Thurmont townMD,8.1,91.5,68043,,,,,MD,Towson CDP,Towson CDPMD,74828
MD,Tilghman Island CDP,Tilghman Island CDPMD,11.9,78.6,64250,,,,,MD,Trappe town,Trappe townMD,61250
MD,Tilghmanton CDP,Tilghmanton CDPMD,0,90.4,95515,,,,,MD,Travilah CDP,Travilah CDPMD,206827
MD,Timonium CDP,Timonium CDPMD,4.2,95,86369,,,,,MD,Trego-Rohrersville Station CDP,Trego-Rohrersville Station CDPMD,(X)
